Season,Team,Player,Age,Position,Games,Games_Started,Minutes_Played,Field_Goal_Percentage,FG_percentage_on_FGAs_that_are_0_to_3_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_to_10_feet_from_the_basket,FG_percentage_on_FGAs_that_are_10_to_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_more_than_16_feet_from_the_basket,FG_percentage_on_FGAs_that_are_3_Pt_FGAs
2014-15,Memphis Grizzlies,Vince Carter,38,SG,66,1,1091,.333,.472,.333,.407,.313,.297
2014-15,Memphis Grizzlies,Nick Calathes,25,SG,58,0,838,.421,.618,.400,.296,.174,.256
2014-15,Memphis Grizzlies,Jon Leuer,25,PF,63,6,824,.443,.701,.256,.439,.325,.241
2014-15,Memphis Grizzlies,Tayshaun Prince,34,SF,26,9,628,.410,.471,.433,.310,.386,.455
2014-15,Memphis Grizzlies,Quincy Pondexter,26,SG,30,2,540,.356,.543,.250,.500,.636,.233
2014-15,Memphis Grizzlies,Jordan Adams,20,SG,30,0,248,.407,.560,.231,.714,.188,.400
2014-15,Memphis Grizzlies,JaMychal Green,24,PF,20,1,139,.575,.696,1.000,0,.333,.000
2014-15,Memphis Grizzlies,Jarnell Stokes,21,PF,19,2,126,.568,.654,.286,.667,.000,0
2014-15,Memphis Grizzlies,Russ Smith,23,PG,6,0,36,.400,.333,1.000,.333,.000,.200
2014-15,Memphis Grizzlies,Tyrus Thomas,28,PF,2,0,7,1.000,0,0,1.000,0,0
2014-15,Memphis Grizzlies,Kalin Lucas,25,PG,1,0,6,.000,0,0,.000,0,0
2014-15,Miami Heat,Luol Deng,29,SF,72,72,2421,.469,.646,.458,.377,.404,.355
2014-15,Miami Heat,Mario Chalmers,28,PG,80,37,2368,.403,.532,.418,.419,.373,.294
2014-15,Miami Heat,Dwyane Wade,33,SG,62,62,1971,.470,.683,.488,.425,.378,.284
2014-15,Miami Heat,Chris Bosh,30,C,44,44,1556,.460,.556,.471,.480,.455,.375
2014-15,Miami Heat,Norris Cole,26,PG,47,23,1148,.386,.538,.323,.429,.377,.265
2014-15,Miami Heat,Hassan Whiteside,25,C,48,32,1142,.628,.761,.482,.500,.333,0
2014-15,Miami Heat,Chris Andersen,36,C,60,20,1132,.580,.671,.389,.333,.381,.308
2014-15,Miami Heat,James Ennis III,24,SF,62,3,1051,.409,.587,.269,.333,.250,.326
2014-15,Miami Heat,Shabazz Napier,23,PG,51,10,1012,.382,.457,.143,.500,.408,.364
2014-15,Miami Heat,Udonis Haslem,34,PF,62,25,995,.448,.566,.464,.286,.358,.200
2014-15,Miami Heat,Shawne Williams,28,SF,44,22,924,.425,.559,.429,.385,.441,.395
2014-15,Miami Heat,Goran Dragić,28,PG,26,26,905,.502,.688,.438,.348,.355,.329
2014-15,Miami Heat,Henry Walker,27,SF,24,13,628,.345,.556,.000,.400,.333,.341
2014-15,Miami Heat,Danny Granger,31,SF,30,6,613,.401,.560,.500,.400,.367,.357
2014-15,Miami Heat,Tyler Johnson,22,SG,32,2,603,.419,.592,.310,.455,.300,.375
2014-15,Miami Heat,Michael Beasley,26,PF,24,1,505,.434,.614,.513,.458,.319,.235
2014-15,Miami Heat,Josh McRoberts,27,PF,17,4,296,.528,.682,.571,.500,.000,.421
2014-15,Miami Heat,Justin Hamilton,24,C,24,5,289,.415,.682,.231,.333,.250,.316
2014-15,Miami Heat,Shannon Brown,29,SG,5,2,89,.368,.500,0,.000,.000,.429
2014-15,Miami Heat,Zoran Dragić,25,SG,10,1,62,.409,.667,.000,.000,.000,.333
2014-15,Miami Heat,Andre Dawkins,23,SG,4,0,22,.167,0,0,0,0,.167
2014-15,Milwaukee Bucks,Giannis Antetokounmpo,20,SG,81,71,2541,.491,.646,.288,.423,.393,.159
2014-15,Milwaukee Bucks,Khris Middleton,23,SF,79,58,2378,.467,.621,.474,.449,.441,.407
2014-15,Milwaukee Bucks,Zaza Pachulia,30,C,73,45,1730,.454,.558,.257,.493,.269,.000
2014-15,Milwaukee Bucks,Jerryd Bayless,26,PG,77,4,1717,.426,.600,.385,.375,.410,.308
2014-15,Milwaukee Bucks,Jared Dudley,29,SG,72,22,1717,.468,.667,.238,.543,.500,.385
2014-15,Milwaukee Bucks,O.J. Mayo,27,SG,71,15,1697,.422,.630,.410,.403,.359,.357
2014-15,Milwaukee Bucks,Brandon Knight,23,PG,52,52,1688,.435,.582,.260,.298,.378,.409
2014-15,Milwaukee Bucks,Ersan İlyasova,27,PF,58,36,1319,.472,.594,.270,.400,.491,.389
2014-15,Milwaukee Bucks,John Henson,24,C,67,11,1228,.566,.644,.461,.000,.000,0
2014-15,Milwaukee Bucks,Michael Carter-Williams,23,PG,25,25,758,.429,.526,.419,.550,.280,.143
2014-15,Milwaukee Bucks,Jabari Parker,19,PF,25,25,738,.490,.717,.245,.444,.333,.250
2014-15,Milwaukee Bucks,Larry Sanders,26,C,27,26,586,.500,.579,.267,.385,.000,0
2014-15,Milwaukee Bucks,Kendall Marshall,23,PG,28,3,417,.455,.682,.308,.500,.400,.391
2014-15,Milwaukee Bucks,Johnny O'Bryant,21,PF,34,15,368,.367,.543,.278,.333,.286,0
2014-15,Milwaukee Bucks,Tyler Ennis,20,PG,25,1,353,.350,.436,.250,.545,.313,.270
2014-15,Milwaukee Bucks,Miles Plumlee,26,C,19,0,189,.492,.605,.313,.200,0,0
2014-15,Milwaukee Bucks,Nate Wolters,23,PG,11,0,142,.387,.625,.455,.333,.250,.000
2014-15,Milwaukee Bucks,Jorge Gutiérrez,26,PG,10,1,131,.556,.583,.667,1.000,.500,.000
2014-15,Milwaukee Bucks,Chris Johnson,24,SF,8,0,128,.400,.556,0,1.000,.500,.278
2014-15,Milwaukee Bucks,Kenyon Martin,37,PF,11,0,104,.409,.455,.400,.000,.400,0
2014-15,Minnesota Timberwolves,Andrew Wiggins,19,SF,82,82,2969,.437,.662,.344,.380,.305,.310
2014-15,Minnesota Timberwolves,Gorgui Dieng,25,C,73,49,2193,.506,.635,.350,.569,.319,.167
2014-15,Minnesota Timberwolves,Zach LaVine,19,PG,77,40,1902,.422,.633,.316,.333,.354,.341
2014-15,Minnesota Timberwolves,Thaddeus Young,26,PF,48,48,1605,.451,.579,.439,.381,.303,.292
2014-15,Minnesota Timberwolves,Kevin Martin,31,SG,39,36,1302,.427,.651,.356,.455,.405,.393
2014-15,Minnesota Timberwolves,Chase Budinger,26,SF,67,4,1286,.433,.637,.358,.359,.358,.364
2014-15,Minnesota Timberwolves,Mo Williams,32,PG,41,19,1149,.403,.556,.343,.479,.425,.347
2014-15,Minnesota Timberwolves,Anthony Bennett,21,PF,57,3,894,.421,.677,.200,.227,.331,.304
2014-15,Minnesota Timberwolves,Shabazz Muhammad,22,SG,38,13,866,.489,.676,.443,.288,.326,.392
2014-15,Minnesota Timberwolves,Nikola Peković,29,C,31,29,815,.424,.546,.311,.333,1.000,0
2014-15,Minnesota Timberwolves,Robbie Hummel,25,SF,45,4,742,.459,.900,.154,.429,.437,.314
2014-15,Minnesota Timberwolves,Adreian Payne,23,PF,29,22,720,.418,.527,.415,.344,.400,.125
2014-15,Minnesota Timberwolves,Ricky Rubio,24,PG,22,22,692,.356,.333,.000,.455,.404,.255
2014-15,Minnesota Timberwolves,Corey Brewer,28,SF,24,16,680,.418,.641,.226,.429,.194,.195
2014-15,Minnesota Timberwolves,Lorenzo Brown,24,PG,29,7,549,.426,.556,.438,.333,.533,.214
2014-15,Minnesota Timberwolves,Justin Hamilton,24,C,17,9,423,.513,.589,.524,.455,.385,.333
2014-15,Minnesota Timberwolves,Gary Neal,30,SG,11,1,262,.429,.800,.250,.563,.422,.355
2014-15,Minnesota Timberwolves,Jeff Adrien,28,PF,17,0,215,.432,.522,.273,.400,.400,0
2014-15,Minnesota Timberwolves,Troy Daniels,23,SG,19,0,154,.322,.000,.250,.000,.500,.333
2014-15,Minnesota Timberwolves,Glenn Robinson III,21,SG,25,0,108,.333,1.000,.200,.500,.000,.167
2014-15,Minnesota Timberwolves,Kevin Garnett,38,PF,5,5,98,.581,1.000,.000,.333,.609,.000
2014-15,Minnesota Timberwolves,Sean Kilpatrick,25,SG,4,0,72,.350,.400,0,.000,1.000,.308
2014-15,Minnesota Timberwolves,Arinze Onuaku,27,C,6,1,68,.857,.889,.800,0,0,0
2014-15,Minnesota Timberwolves,Miroslav Raduljica,27,C,5,0,23,.375,.500,.400,.000,0,0
2014-15,Minnesota Timberwolves,Ronny Turiaf,32,C,2,0,19,0,0,0,0,0,0
2014-15,New Oreland Pelicans,Tyreke Evans,25,SG,79,76,2690,.447,.558,.280,.333,.391,.304
2014-15,New Oreland Pelicans,Anthony Davis,21,PF,68,68,2455,.535,.737,.430,.453,.419,.083
2014-15,New Oreland Pelicans,Eric Gordon,26,SG,61,60,2018,.411,.460,.320,.273,.380,.448
2014-15,New Oreland Pelicans,Ömer Aşık,28,C,76,76,1982,.517,.553,.216,.200,.000,0
2014-15,New Oreland Pelicans,Ryan Anderson,26,PF,61,5,1675,.399,.558,.463,.333,.356,.340
2014-15,New Oreland Pelicans,Dante Cunningham,27,PF,66,27,1652,.457,.663,.281,.375,.426,.100
2014-15,New Oreland Pelicans,Jrue Holiday,24,PG,40,37,1303,.446,.560,.436,.457,.347,.378
2014-15,New Oreland Pelicans,Quincy Pondexter,26,SF,45,28,1253,.449,.603,.333,.353,.278,.433
2014-15,New Oreland Pelicans,Alexis Ajinça,26,C,68,8,957,.550,.603,.563,.508,.429,0
2014-15,New Oreland Pelicans,Luke Babbitt,25,SF,63,19,830,.479,.556,.385,.368,.429,.513
2014-15,New Oreland Pelicans,Austin Rivers,22,SG,35,3,772,.387,.548,.389,.263,.231,.280
2014-15,New Oreland Pelicans,Norris Cole,26,PG,28,2,683,.444,.533,.308,.452,.500,.378
2014-15,New Oreland Pelicans,Jimmer Fredette,25,PG,50,0,509,.380,.528,.457,.409,.400,.188
2014-15,New Oreland Pelicans,John Salmons,35,SF,21,0,270,.333,.500,.333,.571,.200,.308
2014-15,New Oreland Pelicans,Jeff Withey,24,C,37,0,259,.500,.611,.278,.429,.667,0
2014-15,New Oreland Pelicans,Toney Douglas,28,SG,12,0,177,.373,1.000,.250,.000,.333,.278
2014-15,New Oreland Pelicans,Nate Wolters,23,PG,10,0,105,.308,.455,.111,.500,.500,.000
2014-15,New Oreland Pelicans,Elliot Williams,25,SG,8,0,77,.333,.600,0,.000,.286,.273
2014-15,New Oreland Pelicans,Gal Mekel,26,PG,4,0,43,.150,.500,.167,.000,.000,.000
2014-15,New Oreland Pelicans,Darius Miller,24,SF,5,1,43,.143,0,.500,.000,.000,.000
2014-15,New Oreland Pelicans,Russ Smith,23,PG,6,0,29,.200,.500,.000,.000,0,.167
2014-15,New York Knicks,Shane Larkin,22,PG,76,22,1865,.433,.607,.344,.432,.430,.302
2014-15,New York Knicks,Jason Smith,28,C,82,31,1785,.434,.488,.359,.475,.432,.357
2014-15,New York Knicks,Tim Hardaway Jr.,22,SG,70,30,1681,.389,.606,.269,.286,.385,.342
2014-15,New York Knicks,Langston Galloway,23,PG,45,41,1457,.399,.500,.267,.357,.434,.352
2014-15,New York Knicks,Carmelo Anthony,30,SF,40,40,1428,.444,.584,.417,.409,.447,.341
2014-15,New York Knicks,Quincy Acy,24,PF,68,22,1287,.459,.673,.419,.409,.378,.300
2014-15,New York Knicks,José Calderón,33,PG,42,42,1270,.415,.611,.333,.333,.389,.415
2014-15,New York Knicks,Lance Thomas,26,PF,40,24,1040,.434,.656,.377,.403,.370,.333
2014-15,New York Knicks,Cole Aldrich,26,C,61,16,976,.478,.676,.376,.333,.000,0
2014-15,New York Knicks,Amar'e Stoudemire,32,PF,36,14,865,.543,.669,.440,.348,.310,.000
2014-15,New York Knicks,Lou Amundson,32,PF,41,35,858,.432,.484,.360,.387,.500,.000
2014-15,New York Knicks,Pablo Prigioni,37,PG,43,3,795,.422,.571,.400,.500,.583,.374
2014-15,New York Knicks,Andrea Bargnani,29,C,29,22,785,.454,.582,.441,.434,.446,.366
2014-15,New York Knicks,Travis Wear,24,SF,51,1,672,.402,.385,.625,.429,.364,.367
2014-15,New York Knicks,Cleanthony Early,23,SF,39,7,647,.355,.567,.292,.545,.200,.262
2014-15,New York Knicks,Iman Shumpert,24,SG,24,24,625,.409,.545,.267,.333,.456,.348
2014-15,New York Knicks,J.R. Smith,29,SG,24,6,619,.402,.545,.474,.217,.430,.356
2014-15,New York Knicks,Samuel Dalembert,33,C,32,21,544,.438,.612,.294,.323,.438,0
2014-15,New York Knicks,Alexey Shved,26,SG,16,9,423,.403,.591,.200,.000,.273,.371
2014-15,New York Knicks,Ricky Ledo,22,SG,12,0,233,.356,.483,.174,.000,.308,.417
2014-15,Oklahoma City Thunder,Russell Westbrook,26,PG,67,67,2302,.426,.579,.305,.400,.364,.299
2014-15,Oklahoma City Thunder,Serge Ibaka,25,PF,64,64,2116,.476,.679,.430,.505,.432,.376
2014-15,Oklahoma City Thunder,Anthony Morrow,29,SG,74,0,1806,.463,.630,.500,.433,.481,.434
2014-15,Oklahoma City Thunder,Steven Adams,21,C,70,67,1771,.544,.643,.407,.333,.000,.000
2014-15,Oklahoma City Thunder,Dion Waiters,23,SG,47,20,1422,.392,.480,.255,.425,.396,.319
2014-15,Oklahoma City Thunder,Reggie Jackson,24,PG,50,13,1398,.432,.596,.505,.491,.356,.278
2014-15,Oklahoma City Thunder,Andre Roberson,23,SG,67,65,1286,.458,.667,.182,.500,.000,.247
2014-15,Oklahoma City Thunder,Nick Collison,34,PF,66,2,1101,.419,.646,.371,.167,.260,.267
2014-15,Oklahoma City Thunder,Kendrick Perkins,30,C,51,3,981,.441,.597,.357,.286,.000,.000
2014-15,Oklahoma City Thunder,Kevin Durant,26,SF,27,27,913,.510,.802,.412,.535,.400,.403
2014-15,Oklahoma City Thunder,Enes Freedom,22,C,26,26,809,.566,.657,.419,.485,.395,.750
2014-15,Oklahoma City Thunder,D.J. Augustin,27,PG,28,1,677,.371,.531,.258,.417,.333,.354
2014-15,Oklahoma City Thunder,Jeremy Lamb,22,SG,47,8,633,.416,.750,.459,.259,.343,.342
2014-15,Oklahoma City Thunder,Perry Jones,23,SF,43,13,631,.397,.676,.426,.538,.200,.233
2014-15,Oklahoma City Thunder,Mitch McGary,22,PF,32,2,485,.533,.685,.353,.400,.250,.000
2014-15,Oklahoma City Thunder,Kyle Singler,26,SF,26,18,456,.333,.400,.100,.400,.143,.370
2014-15,Oklahoma City Thunder,Lance Thomas,26,SF,22,13,450,.357,.469,.303,.526,.244,.000
2014-15,Oklahoma City Thunder,Sebastian Telfair,29,PG,16,1,327,.368,.400,.429,.667,.438,.300
2014-15,Oklahoma City Thunder,Ish Smith,26,PG,30,0,155,.333,.500,.222,.000,.000,.200
2014-15,Oklahoma City Thunder,Steve Novak,31,PF,13,0,88,.286,0,0,0,.500,.200
2014-15,Oklahoma City Thunder,Grant Jerrett,21,PF,5,0,25,.176,1.000,1.000,0,.000,.077
2014-15,Orlando Magic,Victor Oladipo,22,SG,72,71,2573,.436,.567,.265,.402,.354,.339
2014-15,Orlando Magic,Nikola Vučević,24,C,74,74,2529,.523,.664,.450,.470,.468,.333
2014-15,Orlando Magic,Elfrid Payton,20,PG,82,63,2489,.425,.515,.376,.329,.345,.262
2014-15,Orlando Magic,Tobias Harris,22,SF,68,63,2369,.466,.683,.382,.367,.388,.364
2014-15,Orlando Magic,Channing Frye,31,PF,75,51,1870,.392,.360,.407,.313,.411,.393
2014-15,Orlando Magic,Evan Fournier,22,SG,58,32,1661,.440,.636,.250,.217,.350,.378
2014-15,Orlando Magic,Willie Green,33,SG,52,2,951,.386,.600,.211,.200,.403,.347
2014-15,Orlando Magic,Dewayne Dedmon,25,C,59,15,845,.562,.673,.341,.333,.250,.000
2014-15,Orlando Magic,Kyle O'Quinn,24,PF,51,17,824,.492,.768,.490,.400,.357,.279
2014-15,Orlando Magic,Aaron Gordon,19,PF,47,8,797,.447,.635,.419,.100,.308,.271
2014-15,Orlando Magic,Ben Gordon,31,SG,56,0,790,.437,.500,.591,.400,.443,.361
2014-15,Orlando Magic,Luke Ridnour,33,PG,47,0,683,.426,.467,.250,.471,.554,.317
2014-15,Orlando Magic,Maurice Harkless,21,SF,45,4,674,.399,.588,.353,.000,.000,.179
2014-15,Orlando Magic,Andrew Nicholson,25,PF,40,3,492,.437,.750,.357,.364,.456,.317
2014-15,Orlando Magic,Devyn Marble,22,SG,16,7,208,.318,.333,.667,.500,.500,.182
2014-15,Philadelphia 76ers,Nerlens Noel,20,C,75,71,2311,.462,.662,.288,.309,.273,0
2014-15,Philadelphia 76ers,Robert Covington,24,SF,70,49,1956,.396,.590,.271,.280,.227,.374
2014-15,Philadelphia 76ers,Luc Mbah a Moute,28,PF,67,61,1916,.395,.562,.236,.292,.373,.307
2014-15,Philadelphia 76ers,Hollis Thompson,23,SG,71,23,1776,.413,.579,.319,.515,.250,.401
2014-15,Philadelphia 76ers,Henry Sims,24,C,73,32,1399,.474,.623,.411,.409,.434,.182
2014-15,Philadelphia 76ers,Michael Carter-Williams,23,PG,41,38,1391,.380,.626,.294,.313,.232,.256
2014-15,Philadelphia 76ers,Jerami Grant,20,SF,65,11,1377,.352,.540,.109,.231,.250,.314
2014-15,Philadelphia 76ers,K.J. McDaniels,21,SG,52,15,1319,.399,.570,.321,.192,.344,.293
2014-15,Philadelphia 76ers,JaKarr Sampson,21,SF,74,32,1131,.422,.643,.400,.250,.200,.244
2014-15,Philadelphia 76ers,Tony Wroten,21,PG,30,15,895,.403,.555,.254,.000,.000,.261
2014-15,Philadelphia 76ers,Ish Smith,26,PG,25,14,677,.398,.561,.363,.222,.143,.309
2014-15,Philadelphia 76ers,Isaiah Canaan,23,PG,22,12,569,.377,.405,.500,.286,.316,.364
2014-15,Philadelphia 76ers,Furkan Aldemir,23,PF,41,9,540,.513,.694,.083,1.000,.364,.000
2014-15,Philadelphia 76ers,Jason Richardson,34,SG,19,15,416,.348,.483,.462,.313,.250,.323
2014-15,Philadelphia 76ers,Thomas Robinson,23,PF,22,0,407,.467,.565,.500,.250,.158,.000
2014-15,Philadelphia 76ers,Brandon Davies,23,PF,20,6,379,.412,.488,.318,.583,.571,.233
2014-15,Philadelphia 76ers,Alexey Shved,26,SG,17,0,285,.400,.575,.250,.400,.400,.298
2014-15,Philadelphia 76ers,Larry Drew II,24,PG,12,1,219,.345,1.000,.375,.000,.471,.154
2014-15,Philadelphia 76ers,Malcolm Thomas,26,PF,17,0,194,.450,.750,.222,.000,.333,.000
2014-15,Philadelphia 76ers,Chris Johnson,24,SF,9,2,187,.317,.417,.667,.500,.250,.256
2014-15,Philadelphia 76ers,Tim Frazier,24,PG,6,3,171,.302,.400,.125,.429,.286,.273
2014-15,Philadelphia 76ers,Glenn Robinson III,21,SF,10,1,153,.419,.583,.286,.500,.429,.308
2014-15,Philadelphia 76ers,Drew Gordon,24,PF,9,0,71,.421,.667,.667,.000,.000,.000
2014-15,Philadelphia 76ers,JaVale McGee,27,C,6,0,61,.444,.875,.500,.000,.000,0
2014-15,Philadelphia 76ers,Malcolm Lee,24,SG,1,0,2,.000,0,.000,0,0,0
2014-15,Pheonix Suns,Eric Bledsoe,25,PG,81,81,2800,.447,.640,.320,.351,.382,.324
2014-15,Pheonix Suns,Markieff Morris,25,PF,82,82,2581,.465,.611,.436,.502,.397,.318
2014-15,Pheonix Suns,P.J. Tucker,29,SF,78,63,2383,.438,.679,.345,.276,.403,.345
2014-15,Pheonix Suns,Marcus Morris,25,PF,81,35,2045,.434,.593,.384,.483,.454,.358
2014-15,Pheonix Suns,Goran Dragić,28,SG,52,52,1735,.501,.705,.356,.388,.354,.355
2014-15,Pheonix Suns,Alex Len,21,C,69,44,1518,.507,.677,.293,.288,.341,.333
2014-15,Pheonix Suns,Gerald Green,29,SG,74,4,1446,.416,.660,.411,.446,.389,.354
2014-15,Pheonix Suns,Isaiah Thomas,25,PG,46,1,1181,.426,.600,.353,.377,.348,.391
2014-15,Pheonix Suns,Miles Plumlee,26,C,54,28,1005,.549,.650,.379,.412,.667,0
2014-15,Pheonix Suns,Brandan Wright,27,PF,40,7,858,.580,.722,.438,.444,.400,.000
2014-15,Pheonix Suns,T.J. Warren,21,SF,40,1,614,.528,.705,.481,.320,.368,.238
2014-15,Pheonix Suns,Archie Goodwin,20,SG,41,2,535,.393,.528,.200,.143,.227,.293
2014-15,Pheonix Suns,Brandon Knight,23,SG,11,9,347,.357,.545,.333,.429,.313,.313
2014-15,Pheonix Suns,Anthony Tolliver,29,PF,24,0,272,.351,.400,.000,0,.000,.387
2014-15,Pheonix Suns,Earl Barron,33,C,16,1,143,.308,.091,.000,.500,.357,.500
2014-15,Pheonix Suns,Shavlik Randolph,31,PF,16,0,101,.240,.429,.091,1.000,.500,.000
2014-15,Pheonix Suns,Marcus Thornton,27,SG,9,0,81,.325,.429,.600,.500,.571,.105
2014-15,Pheonix Suns,Reggie Bullock,23,SF,11,0,75,.063,.333,.000,0,.000,.000
2014-15,Pheonix Suns,Tyler Ennis,20,PG,8,0,58,.429,.600,.667,.000,.000,.333
2014-15,Pheonix Suns,A.J. Price,28,PG,5,0,44,.214,0,0,.500,.400,.000
2014-15,Pheonix Suns,Jerel McNeal,27,PG,6,0,36,.273,.000,.250,1.000,.000,.500
2014-15,Pheonix Suns,Zoran Dragić,25,SG,6,0,13,.250,.667,0,0,0,.000
2014-15,Pheonix Suns,Seth Curry,24,PG,2,0,8,.000,0,0,0,.000,.000
2014-15,Portland Trailblazers,Damian Lillard,24,PG,82,82,2925,.434,.642,.264,.443,.390,.343
2014-15,Portland Trailblazers,LaMarcus Aldridge,29,PF,71,71,2512,.466,.700,.448,.392,.415,.352
2014-15,Portland Trailblazers,Nicolas Batum,26,SF,71,71,2380,.400,.694,.292,.404,.348,.324
2014-15,Portland Trailblazers,Wesley Matthews,28,SG,60,60,2024,.448,.600,.570,.453,.446,.389
2014-15,Portland Trailblazers,Robin Lopez,26,C,59,59,1638,.535,.650,.408,.395,.387,.000
2014-15,Portland Trailblazers,Steve Blake,34,PG,81,0,1529,.373,.591,.154,.368,.426,.352
2014-15,Portland Trailblazers,Chris Kaman,32,C,74,13,1398,.515,.667,.395,.459,.447,0
2014-15,Portland Trailblazers,CJ McCollum,23,SG,62,3,973,.436,.551,.465,.429,.365,.396
2014-15,Portland Trailblazers,Meyers Leonard,22,C,55,7,847,.510,.731,.528,.450,.480,.420
2014-15,Portland Trailblazers,Arron Afflalo,29,SG,25,19,752,.414,.576,.435,.433,.314,.400
2014-15,Portland Trailblazers,Allen Crabbe,22,SG,51,9,683,.412,.839,.500,.111,.167,.353
2014-15,Portland Trailblazers,Joel Freeland,27,C,48,8,617,.490,.612,.514,.400,.375,0
2014-15,Portland Trailblazers,Dorell Wright,29,SF,48,2,592,.379,.600,.333,.286,.143,.380
2014-15,Portland Trailblazers,Thomas Robinson,23,PF,32,4,391,.516,.636,.308,.250,.400,0
2014-15,Portland Trailblazers,Will Barton,24,SG,30,0,300,.380,.625,.294,.000,.286,.222
2014-15,Portland Trailblazers,Alonzo Gee,27,SF,15,2,151,.429,.536,.667,.000,.333,.273
2014-15,Portland Trailblazers,Victor Claver,26,SF,10,0,76,.450,.333,.000,0,.500,.545
2014-15,Portland Trailblazers,Tim Frazier,24,PG,5,0,68,.444,1.000,.200,.000,.000,.333
2014-15,Sacremento Kings,Ben McLemore,21,SG,82,82,2670,.437,.711,.294,.425,.407,.358
2014-15,Sacremento Kings,Rudy Gay,28,SF,68,67,2408,.455,.617,.437,.468,.388,.359
2014-15,Sacremento Kings,DeMarcus Cousins,24,C,59,59,2013,.467,.627,.316,.349,.383,.250
2014-15,Sacremento Kings,Jason Thompson,28,PF,81,63,1991,.470,.604,.447,.381,.373,.000
2014-15,Sacremento Kings,Darren Collison,27,PG,45,45,1565,.473,.684,.216,.475,.476,.373
2014-15,Sacremento Kings,Derrick Williams,23,PF,74,6,1462,.447,.687,.304,.345,.354,.314
2014-15,Sacremento Kings,Ray McCallum,23,PG,68,30,1436,.438,.633,.373,.440,.329,.306
2014-15,Sacremento Kings,Omri Casspi,26,SF,67,19,1416,.489,.724,.340,.133,.222,.402
2014-15,Sacremento Kings,Carl Landry,31,PF,70,15,1192,.515,.700,.320,.565,.415,0
2014-15,Sacremento Kings,Nik Stauskas,21,SG,73,1,1127,.365,.528,.240,.389,.373,.322
2014-15,Sacremento Kings,Reggie Evans,34,PF,47,7,764,.423,.592,.226,.000,1.000,.000
2014-15,Sacremento Kings,Ramon Sessions,28,PG,36,7,642,.344,.512,.313,.250,.344,.214
2014-15,Sacremento Kings,Andre Miller,38,PG,30,0,622,.459,.622,.476,.333,.625,.231
2014-15,Sacremento Kings,Ryan Hollins,30,C,46,9,441,.646,.809,.450,.400,.400,0
2014-15,Sacremento Kings,Quincy Miller,22,PF,6,0,61,.222,.500,.250,0,.000,.143
2014-15,Sacremento Kings,David Stockton,23,PG,3,0,33,.333,.500,.000,0,0,.500
2014-15,Sacremento Kings,David Wear,24,PF,2,0,7,.000,.000,0,0,0,.000
2014-15,Sacremento Kings,Sim Bhullar,22,C,3,0,3,.500,0,1.000,.000,0,0
2014-15,Sacremento Kings,Eric Moreland,23,PF,3,0,2,1.000,0,1.000,0,0,0
2014-15,San Antonio Spurs,Danny Green,27,SG,81,80,2312,.436,.584,.465,.317,.347,.418
2014-15,San Antonio Spurs,Tim Duncan,38,C,77,77,2227,.512,.711,.453,.327,.356,.286
2014-15,San Antonio Spurs,Kawhi Leonard,23,SF,64,64,2033,.479,.724,.426,.481,.416,.349
2014-15,San Antonio Spurs,Boris Diaw,32,PF,81,15,1984,.460,.598,.494,.400,.375,.320
2014-15,San Antonio Spurs,Tony Parker,32,PG,68,68,1953,.486,.599,.522,.421,.408,.427
2014-15,San Antonio Spurs,Manu Ginóbili,37,SG,70,0,1587,.426,.594,.449,.366,.250,.345
2014-15,San Antonio Spurs,Cory Joseph,23,PG,79,14,1444,.504,.602,.474,.436,.453,.364
2014-15,San Antonio Spurs,Marco Belinelli,28,SG,62,9,1388,.423,.607,.270,.472,.462,.374
2014-15,San Antonio Spurs,Aron Baynes,28,C,70,17,1122,.566,.635,.506,.448,.458,.250
2014-15,San Antonio Spurs,Tiago Splitter,30,C,52,35,1030,.558,.598,.509,.200,.000,0
2014-15,San Antonio Spurs,Matt Bonner,34,PF,72,19,935,.409,.727,.452,.563,.200,.365
2014-15,San Antonio Spurs,Patty Mills,26,PG,51,0,801,.381,.561,.286,.263,.438,.341
2014-15,San Antonio Spurs,Jeff Ayres,27,PF,51,0,383,.579,.710,.389,.273,.250,0
2014-15,San Antonio Spurs,Kyle Anderson,21,SF,33,8,358,.348,.565,.316,.250,.250,.273
2014-15,San Antonio Spurs,Austin Daye,26,SF,26,4,268,.348,.500,.278,.400,.353,.333
2014-15,San Antonio Spurs,Reggie Williams,28,SF,20,0,105,.385,.700,.600,.500,.333,.158
2014-15,San Antonio Spurs,JaMychal Green,24,PF,4,0,25,.571,1.000,0,0,.000,.000
2014-15,Toronto Raptors,Kyle Lowry,28,PG,70,70,2414,.412,.629,.403,.317,.388,.338
2014-15,Toronto Raptors,Patrick Patterson,25,PF,81,4,2156,.449,.553,.597,.529,.385,.371
2014-15,Toronto Raptors,DeMar DeRozan,25,SG,60,60,2100,.413,.644,.391,.372,.353,.284
2014-15,Toronto Raptors,Jonas Valančiūnas,22,C,80,80,2096,.572,.669,.500,.390,.394,.000
2014-15,Toronto Raptors,Terrence Ross,23,SF,82,61,2092,.410,.584,.324,.423,.434,.372
2014-15,Toronto Raptors,Lou Williams,28,SG,80,0,2016,.404,.529,.483,.409,.445,.340
